CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
9685477,1,1,Y,F,23,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2008,-,A,01,,B,,-,-,2024
9685477,2,1,N,F,24,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2023,JEEP,A,01,,W,,-,-,2024
9687633,1,1,Y,M,19,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2012,-,A,01,,O,,-,-,2024
9687633,2,1,N,F,20,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,F,2016,-,A,01,,B,,-,-,2024
9687633,3,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2016,-,A,01,,,,-,-,2024
9687633,4,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,,-,A,01,,,,-,-,2024
9687633,5,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2021,-,A,01,,,,-,-,2024
9690364,1,1,Y,F,32,B,-,W,M,G,,-,3,-,-,"- ",,,N,-,0,1,B,2022,JEEP,A,01,,B,,-,-,2024
9731731,1,1,N,F,46,G,G,N,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,D,2010,-,A,01,,O,,-,-,2024
9731731,2,4,N,M,36,G,G,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2024
9731745,1,1,Y,F,35,A,-,W,M,G,Y,-,3,-,-,"- ",,,F,-,0,0,D,2018,-,A,01,,A,-,-,-,2024
9731745,2,1,N,F,59,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,-,A,01,,B,,-,-,2024
9690383,1,4,Y,F,33,A,-,N,-,-,N,-,3,-,-,"- ",,,N,-,0,1,J,,-,L,04,,O,,-,-,2024
9690383,2,1,N,F,49,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,FORD,A,01,,H,,-,-,2024
9690384,1,1,Y,M,26,A,-,S,M,G,,-,3,-,-,"- ",,,N,-,0,0,H,2005,-,A,01,,H,,-,-,2024
9690384,2,1,N,M,46,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2016,-,A,01,,A,,-,-,2024
9693572,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,D,,-,-,99,,,,-,-,2023
9693572,2,2,N,M,71,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2023
9734469,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,O,-,0,0,E,,-,-,99,,,,-,-,2024
9734469,2,1,N,M,62,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,2024,-,C,02,,B,,-,-,2024
9693975,1,1,Y,M,94,A,-,E,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2005,-,A,01,,W,,-,-,2023
9739660,1,1,Y,-,998,G,G,E,B,-,,-,-,-,-,"- ",,,-,-,0,0,B,,-,A,01,,,,-,-,2024
9739660,2,2,N,F,63,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2024
9697866,1,1,Y,F,74,A,-,W,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,E,2011,-,A,01,,A,,-,-,2024
9697866,2,1,N,F,67,A,-,E,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2008,-,A,01,,B,,-,-,2024
9742114,1,1,Y,F,57,A,-,N,L,G,Y,-,3,-,-,"- ",,,A,-,0,0,B,2013,-,A,01,,H,,-,-,2024
9742114,2,1,N,M,41,A,-,E,N,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2019,FORD,A,01,,H,,-,-,2024
9742718,1,1,N,M,33,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2007,-,D,22,,H,,-,-,2024
9742718,2,4,N,M,66,A,-,-,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2024
9743799,1,1,Y,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2024
9743799,2,1,N,M,30,G,G,N,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2012,-,A,01,,H,,-,-,2024
9743799,3,1,N,M,26,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2020,-,A,01,,,,-,-,2024
9743804,1,1,Y,M,33,-,E,N,L,G,,-,3,-,-,"- ",,,-,-,0,1,B,1999,-,A,01,,W,,-,-,2024
9743804,2,1,N,M,80,A,-,N,L,G,Y,-,3,-,-,"- ",,,-,-,0,1,F,2011,-,A,01,,W,,-,-,2024
9698847,1,1,Y,-,998,G,G,E,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,2007,FORD,A,01,,,,-,-,2024
9698847,2,1,N,F,56,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2018,-,A,01,,H,,-,-,2024
9706091,1,1,Y,M,998,G,G,E,L,B,,-,-,-,-,"- ",,,N,-,0,0,C,2013,-,A,01,,B,,-,-,2024
9706091,2,1,N,F,45,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2007,-,C,06,,H,,-,-,2024
9707706,1,1,Y,M,28,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2023,-,D,22,,O,,-,-,2024
9707706,2,2,N,F,23,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2024
9744190,1,1,Y,-,998,G,G,N,B,-,,-,-,-,,19,20002,,A,-,0,0,B,2012,-,A,01,,,,-,-,2024
9744190,2,1,N,F,39,A,-,W,L,G,Y,-,3,-,-,"- ",,,-,-,0,1,B,2020,-,A,01,,B,,-,-,2024
9712973,1,1,Y,M,19,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2022,-,A,01,,H,,-,-,2024
9712973,2,1,N,M,45,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2021,-,A,01,,O,,-,-,2024
9700618,1,1,Y,M,49,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2003,-,A,01,,B,,-,-,2024
9700618,2,1,N,M,69,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,-,A,01,,B,,-,-,2024
9702023,1,1,Y,M,22,C,-,W,P,B,,-,-,-,,47,21235,C,A,-,0,1,B,,-,M,94,,A,,-,-,2024
9724258,1,1,Y,M,54,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,-,A,07,,O,,-,-,2024
9724258,2,1,N,M,32,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,E,2018,-,A,07,,H,,-,-,2024
9724265,1,1,Y,M,998,G,G,S,-,-,,-,-,-,-,"- ",,,N,-,0,0,E,,-,-,,,B,,-,-,2024
9724265,2,2,N,M,32,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2024
9726941,1,1,Y,M,34,B,-,E,L,B,N,-,-,-,,31,22107,,A,N,0,1,M,2014,-,D,22,,H,,-,-,2024
9726941,2,1,N,M,27,A,-,E,M,G,,-,-,-,-,"- ",,,N,-,0,1,A,2023,-,A,01,,H,,-,-,2024
9726941,3,1,N,M,40,A,-,E,N,G,,-,-,-,-,"- ",,,N,-,0,0,A,1989,FORD,A,01,,H,,-,-,2024
9733749,1,1,Y,M,41,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,O,2014,-,A,01,,O,,-,-,2024
9733749,2,4,N,F,25,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2024
9733750,1,1,Y,M,60,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2023,-,A,07,,B,,-,-,2024
9733750,2,1,N,F,23,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2017,-,A,01,,B,,-,-,2024
9755804,1,1,Y,-,998,D,-,N,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,1999,FORD,A,01,,,,-,-,2024
9755804,2,1,N,M,31,A,-,E,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2023,-,A,01,,H,,-,-,2024
9735345,1,2,Y,M,62,D,-,S,-,-,O,-,3,-,-,"- ",,,A,-,0,1,R,,-,N,60,,H,,-,-,2024
9735345,2,1,N,M,50,A,-,W,M,G,N,A,-,-,-,"- ",,,N,-,0,0,B,2002,FORD,A,01,,A,,-,-,2024
9756565,1,1,Y,F,63,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2022,-,A,01,,H,,-,-,2024
9756565,2,2,N,M,16,A,-,E,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,W,,-,-,2024
9741843,1,1,Y,M,34,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2023,-,A,01,,,,-,-,2024
9741843,2,4,N,M,49,A,-,S,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2024
9713571,1,1,Y,M,27,G,G,E,P,V,,-,-,-,-,"- ",,,A,-,0,1,B,,-,C,03,,H,,-,-,2024
9713571,2,1,N,M,33,A,-,W,M,H,Y,-,-,-,-,"- ",,,N,-,0,0,B,2023,-,A,01,,B,,-,-,2024
9713653,1,1,Y,-,998,G,G,N,M,B,,-,-,-,-,"- ",,,N,-,0,0,E,2017,-,A,01,,,,-,-,2024
9713653,2,1,N,F,41,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2017,-,A,01,,W,,-,-,2024
9715024,1,1,N,-,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2023
9715024,2,2,N,M,998,-,-,-,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,A,,-,-,2023
9715583,1,1,N,M,32,A,-,N,L,C,Y,-,-,-,-,"- ",,,N,-,0,1,E,2014,-,A,01,,A,,-,-,2023
9715583,2,1,Y,-,998,G,G,S,L,B,,-,-,-,-,"- ",,,N,-,0,0,B,2014,-,A,01,,,,-,-,2023
9755774,1,1,Y,F,998,G,G,W,B,-,,-,-,-,-,"- ",,,A,-,0,0,B,,-,A,07,,,,-,-,2024
9755774,2,2,N,M,67,A,-,W,-,-,O,-,-,-,-,"- ",,,M,-,0,1,-,,-,N,60,,B,,-,-,2024
9733624,1,1,Y,F,31,B,-,E,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,2007,-,A,01,,H,,-,-,2024
9733624,2,1,N,F,27,A,-,E,M,G,,-,-,-,-,"- ",,,N,-,0,1,B,2007,-,A,01,,H,,-,-,2024
9755776,1,1,Y,M,998,G,G,E,L,B,,-,-,-,-,"- ",,,N,-,0,0,B,1997,-,A,01,,,,-,-,2024
9755776,2,1,N,M,37,A,-,W,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2013,-,A,01,,A,,-,-,2024
9743837,1,1,Y,F,69,A,-,E,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,E,2011,-,A,01,,W,,-,-,2024
9743837,2,2,N,F,30,A,-,-,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,N,60,,B,,-,-,2024
9744188,1,1,Y,-,998,-,-,W,B,-,,-,-,-,-,"- ",,,A,-,0,0,B,,-,-,99,,,,-,-,2024
9744188,2,2,N,F,36,A,-,S,-,-,O,-,-,-,-,"- ",,,-,-,0,1,R,,-,N,60,,W,,-,-,2024
9744189,1,1,Y,F,23,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,A,2013,FORD,A,07,,H,,-,-,2024
9744189,2,1,N,F,31,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2020,-,A,01,,B,,-,-,2024
9746352,1,1,Y,M,28,A,-,E,M,C,Y,-,3,-,-,"- ",,,A,-,0,0,E,2017,-,A,01,,B,,-,-,2024
9746352,2,2,N,F,26,A,-,E,-,-,O,-,3,-,-,"- ",,,-,-,0,1,-,,-,N,60,,W,,-,-,2024
9746718,1,1,Y,F,51,A,-,E,L,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2011,-,A,01,,B,,-,-,2024
9746718,2,1,N,M,36,C,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2012,-,A,01,,H,,-,-,2024
9746718,3,1,N,-,998,G,G,E,N,B,,-,-,-,-,"- ",,,N,-,0,0,A,,-,-,99,,,,-,-,2024
9751083,1,1,Y,F,50,B,-,N,L,H,,-,-,-,-,"- ",,,N,-,0,1,B,2010,-,A,01,,B,,-,-,2024
9751083,2,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2017,FORD,A,07,,,,-,-,2024
9717581,1,1,N,M,31,A,-,W,P,A,,-,3,-,-,"- ",,,L,-,0,1,B,1995,-,C,02,,W,,-,-,2024
9717587,1,1,Y,M,50,A,I,S,M,G,Y,-,2,-,,31,22107,,A,-,0,2,B,2019,-,A,01,,A,,-,-,2024
9717587,2,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2004,-,A,01,,,,-,-,2024
9717587,3,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2007,MINI,A,01,,,,-,-,2024
9720179,1,1,Y,M,43,B,-,S,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2014,FORD,A,01,,W,,-,-,2024
9720179,2,2,N,M,43,H,H,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2024
9753101,1,1,Y,M,998,G,G,W,B,-,,-,-,-,-,"- ",,,-,-,0,0,B,,-,A,01,,,,-,-,2024
9753101,2,4,N,F,34,A,-,N,-,-,,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2024
9755740,1,1,Y,-,998,G,G,S,N,A,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2024
9755740,2,2,N,M,59,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2024
9725688,1,1,Y,M,27,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2016,-,A,01,,B,,-,-,2024
9725688,2,1,N,M,22,A,-,N,-,W,,-,-,-,-,"- ",,,N,-,0,0,B,2018,-,C,02,,O,,-,-,2024
9730847,1,1,Y,M,24,A,-,W,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,B,2015,-,A,01,,H,,-,-,2024
9730847,2,1,N,M,35,A,-,W,M,G,Y,-,3,-,-,"- ",,,-,-,0,1,A,2021,-,A,01,,W,,-,-,2024
9791034,1,1,Y,M,19,A,-,W,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,J,2012,-,D,22,,W,,-,-,2025
9791034,2,1,N,M,31,A,-,W,P,W,Y,-,3,-,-,"- ",,,-,-,0,1,B,2011,-,C,02,,B,,-,-,2025
9791034,3,3,N,-,998,H,H,-,-,-,O,-,3,-,-,"- ",,,-,-,0,0,O,2006,-,A,01,,,,-,-,2025
9730871,1,1,Y,M,998,G,G,S,B,-,N,-,-,-,-,"- ",,,-,-,0,0,B,,-,A,01,,B,,-,-,2024
9730871,2,1,N,F,31,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,1,A,2019,-,A,01,,W,,-,-,2024
9751101,1,1,Y,F,43,A,-,S,M,H,Y,-,-,-,-,"- ",,,N,-,0,1,B,1995,-,A,01,,W,,-,-,2024
9751101,2,1,N,M,41,A,-,S,N,G,Y,-,-,-,-,"- ",,,N,-,0,0,A,2023,-,A,01,,H,,-,-,2024
9751101,3,1,N,M,29,A,-,S,N,G,Y,-,-,-,-,"- ",,,N,-,0,0,H,2015,-,A,01,,O,,-,-,2024
9791444,1,1,Y,M,44,D,-,N,N,W,,-,3,-,,25,22350,,A,-,0,1,B,2004,-,C,02,,O,,-,-,2025
9791445,1,1,Y,M,54,A,-,W,M,G,,-,3,-,-,"- ",,,-,-,0,0,D,2024,-,A,01,,B,,-,-,2025
9791445,2,4,N,M,67,A,-,N,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2025
9791455,1,1,Y,M,20,A,-,S,N,W,,-,3,-,-,"- ",,,N,-,0,1,B,2013,-,C,02,,A,,-,-,2025
9791455,2,1,N,F,67,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,-,A,01,,W,,-,-,2025
9791462,1,1,Y,M,31,A,-,N,M,S,,-,3,-,-,"- ",,,N,-,0,0,E,2017,-,A,07,,W,,-,-,2025
9791462,2,1,N,M,62,A,-,W,P,W,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,-,C,02,,W,,-,-,2025
9764687,1,1,Y,F,62,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,J,2021,-,A,07,,B,,-,-,2024
9764687,2,1,N,F,24,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2010,-,A,01,,B,,-,-,2024
9781139,1,1,Y,M,78,A,-,S,M,G,,-,-,-,-,"- ",,,N,-,0,0,F,2006,-,D,22,,B,,-,-,2024
9781139,2,1,N,M,51,A,-,E,P,W,Y,-,-,-,-,"- ",,,N,-,0,1,B,2021,-,C,02,,W,,-,-,2024
9756525,1,1,Y,M,998,G,G,W,M,B,,-,-,-,-,"- ",,,N,-,0,1,B,2001,-,A,07,,H,,-,-,2024
9756525,2,1,N,M,39,A,-,W,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2014,-,A,01,,H,,-,-,2024
9756525,3,3,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2004,-,A,01,,,,-,-,2024
9795992,1,1,Y,M,27,A,-,E,L,G,Y,-,-,-,-,"- ",,,F,J,0,1,B,2019,-,A,01,,H,-,-,-,2025
9758419,1,1,Y,M,19,A,-,S,L,G,Y,-,-,-,-,"- ",,,A,-,0,1,E,2017,-,A,01,,H,,-,-,2024
9758419,2,1,N,F,32,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2017,-,I,11,,B,,-,-,2024
9763650,1,4,Y,M,25,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2024
9763650,2,1,N,M,33,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,-,A,01,,H,,-,-,2024
9771205,1,1,Y,F,81,A,-,E,L,G,Y,-,-,-,-,"- ",,,-,-,0,1,B,2007,-,A,01,,W,,-,-,2024
9771205,2,1,N,M,76,A,-,S,L,G,Y,-,-,-,-,"- ",,,-,-,0,2,A,2002,-,A,01,,B,,-,-,2024
9773430,1,1,Y,F,34,A,-,E,L,G,,-,3,-,,25,22350,,A,N,0,1,B,2024,-,A,01,,A,,-,-,2024
9773430,2,3,N,-,998,-,-,W,-,-,O,-,-,-,-,"- ",,,-,-,0,0,O,2005,-,A,01,,,,-,-,2024
9802075,1,1,N,M,28,A,-,S,M,A,Y,-,-,-,-,"- ",,,M,-,0,0,B,2011,AUDI,A,07,,B,,-,-,2025
9802075,2,1,N,M,51,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2020,-,A,01,,,,-,-,2025
9802075,3,1,N,M,36,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,A,2023,-,A,07,,,,-,-,2025
9775181,1,1,Y,M,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,2010,-,A,01,,H,,-,-,2025
9775181,2,1,N,M,43,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2016,-,A,01,,B,,-,-,2025
9775181,3,1,N,F,38,A,-,W,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,A,2008,-,A,01,,B,,-,-,2025
9775182,1,1,Y,M,29,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2009,-,A,01,,H,,-,-,2025
9775182,2,1,N,M,44,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2001,-,A,01,,B,,-,-,2025
9763654,1,1,N,M,21,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,-,A,01,,W,,-,-,2024
9763654,2,2,Y,F,50,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2024
9764683,1,2,Y,M,30,-,E,E,-,-,O,-,3,-,-,"- ",,,-,-,0,1,L,,-,N,60,,O,,-,-,2024
9764683,2,1,N,-,998,G,G,-,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2024
9764684,1,1,Y,F,26,A,-,N,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,H,2012,-,A,01,,W,,-,-,2024
9764684,2,1,N,F,55,A,-,N,M,G,Y,-,3,-,-,"- ",,,-,-,0,1,H,2020,-,A,01,,O,,-,-,2024
9793791,1,1,Y,-,998,G,G,E,M,B,N,-,3,-,-,"- ",,,N,-,0,0,B,2022,-,A,01,,,,-,-,2025
9793791,2,1,N,M,53,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,E,2016,FORD,I,09,,H,,-,-,2025
9795249,1,1,Y,M,47,A,-,E,N,W,Y,-,-,-,-,"- ",,,N,-,0,1,B,2022,-,C,02,,B,,-,-,2024
9795249,2,1,N,M,49,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2006,-,A,01,,H,,-,-,2024
9809420,1,1,Y,F,30,A,-,N,M,G,,-,-,-,-,"- ",,,F,-,0,0,D,2009,-,A,07,,W,K,-,-,2024
9809420,2,3,N,-,998,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,O,2020,FORD,J,48,,,,-,-,2024
9783183,1,1,N,M,59,A,-,W,L,G,N,-,-,-,-,"- ",,,N,-,0,1,B,2005,-,A,01,,B,,-,-,2023
9783183,2,1,N,M,36,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2023,-,A,01,,H,,-,-,2023
9783330,1,1,Y,F,34,A,-,N,L,G,,-,-,-,-,"- ",,,N,-,0,2,B,2021,-,A,01,,B,,-,-,2023
9816227,1,1,Y,-,998,G,G,S,P,B,,-,-,-,-,"- ",,,N,-,0,0,B,,JEEP,A,01,,,,-,-,2024
9816227,2,1,N,M,46,A,-,-,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2012,-,A,01,,O,,-,-,2024
9816233,1,1,Y,M,998,G,G,S,M,B,,-,-,-,-,"- ",,,N,-,0,0,F,,-,A,01,,,,-,-,2024
9816233,2,1,N,F,32,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2010,-,A,01,,B,,-,-,2024
9787068,1,1,Y,M,61,A,-,W,M,G,Y,-,3,-,-,"- ",,,J,N,0,0,B,2021,FORD,F,26,,B,,-,-,2024
9787068,2,1,N,F,48,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2006,-,A,07,,,,-,-,2024
9790960,1,1,Y,M,31,A,-,E,L,G,N,-,-,-,-,"- ",,,N,-,0,0,E,2021,-,A,01,,H,,-,-,2025
9790960,2,1,N,M,37,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2019,-,A,01,,A,,-,-,2025
9790960,3,1,N,M,47,A,-,N,M,G,,-,-,-,-,"- ",,,N,-,0,1,B,2013,-,I,09,,B,,-,-,2025
9790960,4,1,N,M,46,A,-,W,M,G,,-,-,-,-,"- ",,,N,-,0,0,A,2018,-,A,01,,H,,-,-,2025
9790966,1,1,N,M,49,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,1999,-,A,07,,B,,-,-,2025
9790966,2,1,N,M,61,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2013,-,A,01,,B,,-,-,2025
9766841,1,1,Y,F,998,D,-,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,W,,-,-,2025
9766841,2,2,N,M,30,G,G,-,-,-,O,-,-,-,-,"- ",,,-,-,0,1,R,,-,N,60,,H,,-,-,2025
9791208,1,1,Y,M,30,A,-,W,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2002,-,A,01,,B,,-,-,2024
9791208,2,1,N,M,30,A,-,W,L,G,N,-,-,-,-,"- ",,,N,-,0,0,J,2021,-,A,01,,H,,-,-,2024
9791208,3,1,N,M,26,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,2,A,2004,-,A,01,,H,,-,-,2024
9791259,1,1,Y,M,79,A,-,S,L,G,N,-,-,-,-,"- ",,,N,-,0,1,B,1998,-,A,07,,H,,-,-,2024
9791259,2,1,N,M,38,A,-,S,M,G,N,-,-,-,-,"- ",,,N,-,0,1,H,2013,-,A,01,,H,,-,-,2024
9766852,1,1,Y,F,998,G,G,W,M,B,,-,-,-,-,"- ",,,-,-,0,0,B,2002,-,A,01,,H,,-,-,2025
9766852,2,1,N,F,27,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2006,MINI,A,01,,H,,-,-,2025
9766852,3,1,N,M,56,A,-,E,M,G,Y,-,3,-,-,"- ",,,O,-,0,1,A,1992,-,A,01,,B,,-,-,2025
9766942,1,1,Y,-,998,G,G,W,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2025
9766942,2,1,N,F,35,A,-,S,L,G,N,-,-,-,-,"- ",,,N,-,0,3,B,2013,-,A,01,,H,,-,-,2025
9796776,1,1,Y,-,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2025
9796776,2,1,N,M,44,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,-,A,01,,A,,-,-,2025
9800596,1,1,Y,F,88,A,-,S,L,G,Y,-,2,-,-,"- ",,,N,-,0,1,E,2015,-,A,01,,W,,-,-,2025
9800596,2,1,N,M,26,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2002,-,A,01,,O,,-,-,2025
9801976,1,1,Y,M,48,G,G,W,M,B,Y,-,-,-,-,"- ",,,N,-,0,0,H,2015,-,A,01,,B,,-,-,2025
9801976,2,1,N,M,43,A,-,W,M,D,Y,-,-,-,-,"- ",,,N,-,0,1,A,2005,-,A,01,,H,,-,-,2025
9824059,1,4,Y,M,60,A,-,W,P,W,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2025
9802067,1,1,Y,M,27,G,G,S,L,B,Y,-,-,-,-,"- ",,,N,-,0,1,B,2023,-,A,01,,H,,-,-,2025
